ccn,hospital_name,state,file_url,transparency_page
110001,HAMILTON MEDICAL CENTER,ga,https://vitruvianhealth.com/wp-content/uploads/2024/11/hamilton-medical-center_standardcharges.csv,https://vitruvianhealth.com/patients-visitors/patient-resources/billing-insurance/price-transparency/
